Relatório de palavras-chave da rede de pesquisa
27 de julho de 2026 - 16 de setembro de 2026
Status da palavra-chave,Palavra-chave,Tipo de corresp.,Grupo de anúncios,Status,Motivos do status,Impr.,Cliques,CTR,Código da moeda,CPC méd.,Custo,Conversões,Custo / conv.,Índice de qualidade,Relevância do anúncio
Ativado,"""consultoria gerenciamento de projetos industriais""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de implantação industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de gerenciamento de projetos industriais""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de engenharia industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[gerenciamento de implantação industrial],Correspondência exata,EPCM / Implantação,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de supervisão de obras industriais""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""supervisão de obras industriais""",Correspondência de frase,EPCM / Implantação,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de expansão industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de gerenciamento de implantação industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de gestão de obras industriais""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""EPCM engenharia""",Correspondência de frase,EPCM / Implantação,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de revamp industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de construção industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[consultoria epcm],Correspondência exata,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de retrofit industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de montagem industrial""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de empreendimentos industriais""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[gestão de implantação industrial],Correspondência exata,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia EPCM""",Correspondência de frase,EPCM / Implantação,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""gerenciamento de implantação industrial""",Correspondência de frase,EPCM / Implantação,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""implantação de planta industrial""",Correspondência de frase,EPCM / Implantação,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[viabilidade de projeto industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de projeto industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de planta industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade nova fábrica""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa EVTE""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade nova planta""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade econômica industrial""",Correspondência de frase,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade econômica de projeto industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[estudo de viabilidade de projeto industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria de viabilidade técnica e econômica""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade técnica industrial""",Correspondência de frase,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""CAPEX OPEX industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,"""consultoria estudo de viabilidade técnica e econômica""",Correspondência de frase,Viabilidade Industrial,Pausado,pausado; raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria estudo de viabilidade""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de viabilidade industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de fábrica""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""EVTE industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo CAPEX OPEX""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade de projeto industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de estudo de viabilidade""",Correspondência de frase,Viabilidade Industrial,Qualificado,,4,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade de empreendimento industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade de planta industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria de estudo de viabilidade""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade de expansão industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[EVTE],Correspondência exata,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[evte industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de EVTE""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de estudo de viabilidade industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade técnica e econômica industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[viabilidade de planta industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo EVTE""",Correspondência de frase,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[estudo de viabilidade industrial],Correspondência exata,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""análise de viabilidade de projeto industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria viabilidade técnica econômica""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo CAPEX industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estimativa CAPEX industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de estudo de viabilidade industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[estudo de viabilidade técnica e econômica industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade técnico econômica""",Correspondência de frase,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de expansão industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de empreendimento industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""análise de viabilidade técnica e econômica""",Correspondência de frase,Viabilidade Industrial,Qualificado,,22,1,"4,55%",BRL,"5,01","5,01","0,00","0,00", --, --
Ativado,"""análise CAPEX industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""viabilidade de fábrica industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de nova planta industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[consultoria de viabilidade industrial],Correspondência exata,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria EVTE""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria em viabilidade industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria CAPEX OPEX""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria CAPEX industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade de nova fábrica""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria de viabilidade industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,[estudo de viabilidade técnica e econômica],Correspondência exata,Viabilidade Industrial,Pausado,pausado; baixa qualidade,5,0,"0,00%",BRL,0,"0,00","0,00","0,00",2,Na média
Ativado,"""estudo de viabilidade expansão industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""análise de viabilidade industrial""",Correspondência de frase,Viabilidade Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""estudo de viabilidade industrial""",Correspondência de frase,Viabilidade Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria de engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,2,1,"50,00%",BRL,"2,37","2,37","0,00","0,00", --, --
Ativado,"""empresa de engenharia para planta industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para expansão industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,15,1,"6,67%",BRL,"6,54","6,54","0,00","0,00", --, --
Ativado,"""serviços de engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,103,5,"4,85%",BRL,"3,10","15,52","0,00","0,00", --, --
Ativado,[engenharia industrial],Correspondência exata,Engenharia Industrial,Qualificado,,33,2,"6,06%",BRL,"4,59","9,18","0,00","0,00",3,Acima da média
Ativado,"""empresas de engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,322,19,"5,90%",BRL,"3,13","59,45","0,00","0,00",4,Na média
Ativado,"""empresa de engenharia para empreendimento industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviço de engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,16,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia mecanica industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de engenharia industrial],Correspondência exata,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia multidisciplinar industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresas de engenharia de projetos industriais""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviços de engenharia multidisciplinar""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia para fábrica""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia eletrica industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para indústria""",Correspondência de frase,Engenharia Industrial,Qualificado,,14,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviços de engenharia para fábrica""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[consultoria de engenharia industrial],Correspondência exata,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviços de engenharia de instalações industriais""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviços de engenharia de processos industriais""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia de instalações industriais""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia de instalações industriais""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""serviços de engenharia para indústria""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para modernização industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia de processos industriais""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia industrial consultoria""",Correspondência de frase,Engenharia Industrial,Qualificado,,5,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia industrial empresa""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia para modernização industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para planta industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,"""engenharia de processos industriais""",Correspondência de frase,Engenharia Industrial,Pausado,pausado; baixa qualidade,13,1,"7,69%",BRL,"5,59","5,59","0,00","0,00",1,Abaixo da média
Ativado,[empresas de engenharia industrial],Correspondência exata,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00",4,Na média
Ativado,"""empresa engenharia multidisciplinar""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia multidisciplinar""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para empreendimento industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia industrial mecânica""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[serviços de engenharia industrial],Correspondência exata,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,51,7,"13,73%",BRL,"1,69","11,82","0,00","0,00", --, --
Ativado,"""empresa de engenharia para indústria""",Correspondência de frase,Engenharia Industrial,Qualificado,,23,1,"4,35%",BRL,"1,60","1,60","0,00","0,00", --, --
Ativado,"""empresa de engenharia de plantas industriais""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia agroindustrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia para expansão industrial""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia industrial elétrica""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia produção industrial""",Correspondência de frase,Engenharia Industrial,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia para fábrica""",Correspondência de frase,Engenharia Industrial,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de empreendimento industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto revamp industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto básico industrial""",Correspondência de frase,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto para ampliação de fábrica""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto conceitual industrial""",Correspondência de frase,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,"""projeto de fábrica""",Correspondência de frase,Projetos Industriais,Pausado,pausado,23,2,"8,70%",BRL,"6,55","13,10","0,00","0,00", --, --
Ativado,"""serviço de projeto industrial""",Correspondência de frase,Projetos Industriais,Qualificado,,2,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de fábrica industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
